name,id,seed,gamma,model,pooling,momentum,patience,drop_prob,num_views,optimizer,scheduler,step_size,task_name,batch_size,hidden_dim,num_epochs,view_index,enable_wandb,detailed_logs,learning_rate,use_scheduler,_runtime,_step,_timestamp,dev_accuracy,dev_auroc,dev_f1_score,dev_loss,test_accuracy,test_auroc,test_f1_score,test_npv,test_positives,test_precision,test_recall,test_samples,test_specificity,train_loss,_wandb.runtime
crisp-sweep-3347,jae6hhee,44446,0.8808588244592819,VideoPrism,mean,0.9,3,0.2565271413440495,4,AdamW,reduce,11,sustained_phonation_a,64,512,166,-1,True,False,0.0009051132761134974,no,30,166,1770026441.1226025,0.7638376383763837,0.8306887847097006,0.6923076923076923,0.5030295677290632,0.72,0.7819117647058824,0.6067415730337079,0.8289473684210527,80,0.5510204081632653,0.675,250,0.7411764705882353,0.3446863684260729,30
snowy-sweep-270,rc1v9mn0,27417,0.8808588244592819,VideoPrism,mean,0.9,3,0.2372756888215929,4,AdamW,reduce,11,sustained_phonation_a,64,768,172,-1,True,False,3.784228601016477e-05,no,24,172,1769819309.8123496,0.7158671586715867,0.8306286813318909,0.6695278969957081,0.6161431432650099,0.68,0.7825,0.5918367346938775,0.835820895522388,80,0.5,0.725,250,0.6588235294117647,0.5306940072948493,24
solar-sweep-3367,tggib2z8,36209,0.8808588244592819,VideoPrism,mean,0.9,3,0.1294141002707265,4,AdamW,step,11,sustained_phonation_a,64,256,154,-1,True,False,0.002584272979602729,no,24,154,1770027719.9960158,0.7527675276752768,0.8305685779540811,0.6633165829145728,0.4982715770327298,0.716,0.8018382352941176,0.5798816568047337,0.8074534161490683,80,0.550561797752809,0.6125,250,0.7647058823529411,0.3691674320443163,24
dutiful-sweep-2337,ui9czq1d,22336,0.8808588244592819,VideoPrism,mean,0.9,3,0.1993460787096152,4,AdamW,step,11,sustained_phonation_a,64,512,81,-1,True,False,0.003710618250820263,yes,16,81,1769958192.5692277,0.7527675276752768,0.8295468205313139,0.6731707317073171,0.48573828601309293,0.732,0.8091176470588235,0.5988023952095808,0.8159509202453987,80,0.5747126436781609,0.625,250,0.7823529411764706,0.46534524727793575,16
mild-sweep-3317,o57mnfn3,86016,0.8808588244592819,VideoPrism,mean,0.9,3,0.13893225160207515,4,AdamW,reduce,11,sustained_phonation_a,64,256,110,-1,True,False,0.0027519414949213556,yes,23,110,1770024515.627221,0.7638376383763837,0.8295468205313138,0.6831683168316832,0.5032797939663004,0.724,0.7922794117647058,0.6011560693641619,0.821656050955414,80,0.5591397849462365,0.65,250,0.7588235294117647,0.3258054201464051,23
restful-sweep-163,0jovsi8h,46760,0.8808588244592819,VideoPrism,mean,0.9,3,0.23598813821243864,4,AdamW,step,11,sustained_phonation_a,64,1024,162,-1,True,False,0.0009581739564293211,yes,24,162,1769810739.5487306,0.7638376383763837,0.8293965620867892,0.6767676767676768,0.5080595696104409,0.736,0.8043382352941177,0.6162790697674418,0.8291139240506329,80,0.5760869565217391,0.6625,250,0.7705882352941177,0.25338651283273417,24
leafy-sweep-2498,1jp9o15f,50495,0.8808588244592819,VideoPrism,mean,0.9,3,0.2279849062016893,4,AdamW,step,11,sustained_phonation_a,64,256,78,-1,True,False,0.0007755305717481326,yes,16,78,1769969436.708411,0.7675276752767528,0.8293064070200745,0.6735751295336787,0.4950635417800987,0.736,0.7915441176470588,0.6071428571428571,0.8209876543209876,80,0.5795454545454546,0.6375,250,0.7823529411764706,0.31767526760842035,16
avid-sweep-3268,f365j2fg,46136,0.8808588244592819,VideoPrism,mean,0.9,3,0.4738297091696302,4,AdamW,step,11,sustained_phonation_a,64,768,144,-1,True,False,0.00095970867081251,yes,27,144,1770020495.11006,0.7675276752767528,0.8291260968866451,0.6926829268292682,0.5090306443041981,0.744,0.7936029411764705,0.632183908045977,0.8397435897435898,80,0.5851063829787234,0.6875,250,0.7705882352941177,0.36380945594565384,27
cerulean-sweep-3021,4pvst6c0,61012,0.8808588244592819,VideoPrism,mean,0.9,3,0.10749061606310316,4,AdamW,reduce,11,sustained_phonation_a,64,512,64,-1,True,False,0.0020898820837259233,no,15,64,1770003899.858955,0.7306273062730627,0.8287053732419764,0.6403940886699507,0.5165307491028001,0.724,0.8036764705882352,0.5964912280701754,0.8176100628930818,80,0.5604395604395604,0.6375,250,0.7647058823529411,0.4193594015917731,15
fanciful-sweep-1811,u1fgelwo,13600,0.8808588244592819,VideoPrism,mean,0.9,3,0.1934283531934826,4,AdamW,reduce,11,sustained_phonation_a,64,512,32,-1,True,False,0.0010003599218642116,yes,9,32,1769921157.6009636,0.7453874538745388,0.828404856352927,0.6790697674418604,0.5107288976437051,0.712,0.7891176470588235,0.5909090909090909,0.8181818181818182,80,0.5416666666666666,0.65,250,0.7411764705882353,0.40659985177725266,9
deep-sweep-1487,pld8q660,7008,0.8808588244592819,VideoPrism,mean,0.9,3,0.4561063290667614,4,AdamW,step,11,sustained_phonation_a,64,256,196,-1,True,False,0.001438812882484091,yes,33,196,1769899862.0197978,0.7158671586715867,0.8283447529751172,0.6577777777777778,0.5225727674705956,0.704,0.7928676470588235,0.6063829787234043,0.8380281690140845,80,0.5277777777777778,0.7125,250,0.7,0.38105428566053073,33
zany-sweep-629,cat7itik,59526,0.8808588244592819,VideoPrism,mean,0.9,3,0.3900978566097799,4,AdamW,step,11,sustained_phonation_a,64,768,116,-1,True,False,0.000659272160132217,yes,23,116,1769843861.4374554,0.7527675276752768,0.8282846495973074,0.6824644549763034,0.5111082853866239,0.724,0.7857720588235294,0.6057142857142858,0.8258064516129032,80,0.5578947368421052,0.6625,250,0.7529411764705882,0.430610225038621,23
rich-sweep-840,xywvci3x,41725,0.8808588244592819,VideoPrism,mean,0.9,3,0.1984448201177768,4,AdamW,step,11,sustained_phonation_a,64,1024,157,-1,True,False,0.0001589092440883958,yes,29,157,1769858421.610392,0.7416974169741697,0.8280442360860681,0.6728971962616822,0.5249098486566016,0.728,0.7919852941176471,0.6222222222222222,0.84,80,0.56,0.7,250,0.7411764705882353,0.45177506590352473,29
valiant-sweep-2028,ge097jmd,76992,0.8808588244592819,VideoPrism,mean,0.9,3,0.373476628032162,4,AdamW,step,11,sustained_phonation_a,64,512,197,-1,True,False,8.21528071702662e-05,no,36,197,1769936756.637714,0.7416974169741697,0.8279240293304484,0.6728971962616822,0.5219532963974449,0.716,0.7896323529411765,0.6120218579234973,0.8367346938775511,80,0.5436893203883495,0.7,250,0.7235294117647059,0.4338030213291205,36
stellar-sweep-214,ftpqzcpd,9935,0.8808588244592819,VideoPrism,mean,0.9,3,0.11420267097162742,4,AdamW,reduce,11,sustained_phonation_a,64,1024,65,-1,True,False,0.003212742610420416,yes,12,65,1769814905.8928568,0.7638376383763837,0.8274432023079697,0.6862745098039216,0.5010295164981011,0.7,0.780220588235294,0.5714285714285714,0.8064516129032258,80,0.5263157894736842,0.625,250,0.7352941176470589,0.365596025024803,12
valiant-sweep-341,wi30z963,35039,0.8808588244592819,VideoPrism,mean,0.9,3,0.13409048904449605,4,AdamW,reduce,11,sustained_phonation_a,64,768,52,-1,True,False,0.0003494481462043468,yes,12,52,1769824370.3532038,0.7306273062730627,0.8273830989301598,0.669683257918552,0.5374817828410666,0.7,0.7889705882352941,0.6031746031746031,0.8368794326241135,80,0.5229357798165137,0.7125,250,0.6941176470588235,0.4294212804835977,12
serene-sweep-273,03ydccn3,87408,0.8808588244592819,VideoPrism,mean,0.9,3,0.1548861824714133,4,AdamW,step,11,sustained_phonation_a,64,512,116,-1,True,False,0.0002689376222434303,yes,22,116,1769819431.2761114,0.7416974169741697,0.82732299555235,0.6698113207547169,0.547848958150927,0.704,0.7842647058823528,0.5888888888888889,0.82,80,0.53,0.6625,250,0.7235294117647059,0.39230752714629313,22
northern-sweep-3080,4bc4dniy,25035,0.8808588244592819,VideoPrism,mean,0.9,3,0.34163961893659567,4,AdamW,step,11,sustained_phonation_a,64,768,60,-1,True,False,0.0003396459591266194,yes,11,60,1770007754.278777,0.7564575645756457,0.8272628921745402,0.6826923076923077,0.5183622665510846,0.708,0.7899264705882353,0.6010928961748634,0.8299319727891157,80,0.5339805825242718,0.6875,250,0.7176470588235294,0.42413518903324904,11
deep-sweep-356,53l64aiv,67139,0.8808588244592819,VideoPrism,mean,0.9,3,0.494708199725762,4,AdamW,reduce,11,sustained_phonation_a,64,768,197,-1,True,False,3.9623787672307326e-05,no,35,197,1769825467.9849436,0.7232472324723247,0.8271426854189206,0.6666666666666666,0.5501373779729724,0.716,0.7852941176470587,0.6243386243386243,0.851063829787234,80,0.5412844036697247,0.7375,250,0.7058823529411765,0.49958204557594743,35
polished-sweep-484,dlc3loy1,63797,0.8808588244592819,VideoPrism,mean,0.9,3,0.46400125011266824,4,AdamW,step,11,sustained_phonation_a,64,768,98,-1,True,False,0.0004138838730569936,yes,21,98,1769834318.282631,0.7638376383763837,0.8270825820411107,0.6862745098039216,0.5186969387135383,0.712,0.7829411764705883,0.6043956043956044,0.831081081081081,80,0.5392156862745098,0.6875,250,0.7235294117647059,0.3218373905107813,21
expert-sweep-1511,yd5x6qj6,98422,0.8808588244592819,VideoPrism,mean,0.9,3,0.46738506878605646,4,AdamW,reduce,11,sustained_phonation_a,64,256,191,-1,True,False,0.00028366225826950567,no,31,191,1769901615.3122158,0.7601476014760148,0.8270825820411106,0.6798029556650246,0.516106793801283,0.704,0.7677941176470587,0.5842696629213483,0.8157894736842105,80,0.5306122448979592,0.65,250,0.7294117647058823,0.3414672914060574,31
valiant-sweep-2564,ry0inete,6518,0.8808588244592819,VideoPrism,mean,0.9,3,0.26070990045350806,4,AdamW,reduce,11,sustained_phonation_a,64,768,124,-1,True,False,0.00027672074448928857,yes,19,124,1769973772.7020752,0.7380073800738007,0.8269022719076813,0.6787330316742082,0.5886362947221172,0.704,0.7756617647058823,0.5978260869565217,0.8287671232876712,80,0.5288461538461539,0.6875,250,0.711764705882353,0.4242313802242279,19
charmed-sweep-206,zd2dyr49,57143,0.8808588244592819,VideoPrism,mean,0.9,3,0.1302232608068855,4,AdamW,step,11,sustained_phonation_a,64,512,64,-1,True,False,0.00017088306142053916,yes,14,64,1769814231.6197386,0.7306273062730627,0.8268421685298715,0.6666666666666666,0.5296362618678611,0.704,0.7899264705882353,0.6021505376344086,0.8333333333333334,80,0.5283018867924528,0.7,250,0.7058823529411765,0.47276005640770624,14
